CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro (2)/anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Indianapolis,outside State House,IN,USA,2017-02-20,650 or so,650,650,650,715,585,general protestors,Rally for the Trees; in favor of a state Senate bill that would protect specific areas of state forest from logging or tree planting,0,rally,0,0,0,0,1,1,http://www.bcdemocrat.com/2017/02/28/for_the_trees/,,,,,,,
Augusta ,Outside State House,ME,USA,2017-02-20,na,95,147.5,200,104.5,180,general protestors ,"""Not my president"" ",1,demonstration,0,0,0,0,1,1,http://www.necn.com/news/new-england/Not-My-President-Rally-Held-in-Augusta-Maine-414276633.html,http://www.pressherald.com/2017/02/20/hundreds-protest-in-augusta-as-part-of-not-my-presidents-day/,,,,,,
Grand Rapids,Rosa Parks Circle,MI,USA,2017-02-20,around 200,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.wzzm13.com/news/anti-trump-protest-held-in-grand-rapids/410344743,,,,,,,
Winona,from Winona State University’s campus to Wells Fargo bank downtown,MN,USA,2017-02-20,around 50,50,50,50,55,45,WSU’s Turtle Island Student Organization,anti-DAPL,1,rally; march,0,0,0,0,1,1,http://www.winonadailynews.com/news/local/soggy-but-committed-winona-protesters-gather-monday-to-stand-against/article_7860b5d6-a018-5b98-8fe0-1158ea162e7b.html,,,,,,,
Kansas City,Mill Creek Park,MO,USA,2017-02-20,hundreds,200,200,200,220,180,general protesters,Not My President Day; anti-Trump,1,rally,0,0,0,0,1,1,http://www.kansascity.com/news/local/article133940509.html,,,,,,,
St. Louis,Tisch Commons at Wash Univ,MO,USA,2017-02-20,,,,,,,general protestors,protest anti-LGBTQ speaker,1,demonstration,0,0,0,0,1,1,http://www.studlife.com/news/campus-events/2017/02/23/students-faculty-hold-demonstration-ahead-of-original-diversity-talk/,,,,,,,
Littleton ,Courthouse,NH,USA,2017-02-20,na,50,50,50,55,45,General Protest ,"""Not my president"" ",1,demonstration,0,0,0,0,1,1,http://indepthnh.org/2017/02/20/50-people-protest-president-trumps-decisions-in-littleton/,,,,,,,
Newark,,NJ,USA,2017-02-20,,20,20,20,22,18,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://newjersey.news12.com/news/not-my-president-s-day-protest-held-in-newark-one-of-many-nationwide-1.13148893,countlove,,,,,,
Las Vegas,Grant Sawyer State Building,NV,USA,2017-02-20,,50,50,50,55,45,general protesters,pro-clean energy,1,protest,0,0,0,0,1,1,https://lasvegassun.com/news/2017/feb/20/clean-energy-advocates-rally-to-bring-attention-to/,,,,,,,
New Paltz,Jacobsen Faculty Tower,NY,USA,2017-02-20,hundreds,200,200,200,220,180,general protesters,Not My President Day; anti-Trump,1,protest,0,0,0,0,1,1,http://www.midhudsonnews.com/News/2017/February/21/NMPD_SNP-21Feb17.html,,,,,,,
New York,Trump International Hotel,NY,USA,2017-02-20,Thousands,2000,2000,2000,2200,1800,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://abc7ny.com/politics/anti-trump-rallies-held-as-part-of-not-my-presidents-day-/1763119/,,,,,,,
New York,Times Square,NY,USA,2017-02-20,Thousands,2000,6000,10000,2200,9000,The Foundation For Ethnic Understanding,pro-Muslim; oppose immigration EO,1,rally,0,0,0,0,0,1,http://www.upi.com/Top_News/US/2017/02/20/Thousands-rally-for-Today-I-am-Muslim-Too-protest-in-NYC/5751487591896/,,,,,,,
White Plains,Renaissance Plaza,NY,USA,2017-02-20,,100,100,100,110,90,general protesters,Not My President Day; anti-Trump,1,rally,0,0,0,0,1,1,http://www.lohud.com/story/news/local/westchester/white-plains/2017/02/20/presidents-day-rally-white-plains/98149666/,countlove,,,,,,
Athens,Ohio University Green,OH,USA,2017-02-20,,100,100,100,110,90,SURJ,pro-racial justice,1,rally,0,0,0,0,1,1,http://www.athensnews.com/news/campus/group-rallies-for-racial-justice-in-appalachia/article_56f10a86-f922-11e6-b3a8-3777345ca9a9.html,,,,,,,
Fremont,Hayes Presidential Library and Museums,OH,USA,2017-02-20,,12,12,12,13.2,10.8,general protesters,against repeal of ACA,1,protest,0,0,0,0,1,1,http://www.toledoblade.com/Politics/2017/02/20/U-S-Rep-Jordan-meets-with-children-protesters.html,,,,,,,
Marion,President Harding Home,OH,USA,2017-02-20,hundreds,200,200,200,220,180,general protesters,against repeal of ACA,1,protest,0,0,0,0,1,1,http://abc6onyourside.com/news/local/hundreds-protest-for-the-affordable-care-act-in-marion,,,,,,,
Portland,Federal Building; SW 3rd and Madison,OR,USA,2017-02-20,dozens,24,24,24,26.4,21.6,general protestors,Not My President Day; anti-Trump,1,demonstration; block streets,13,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://koin.com/2017/02/20/portland-to-rally-for-not-my-presidents-day/,,,,,,
Portland,Director Park,OR,USA,2017-02-20,,,,,,,AFL-CIO,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,0,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://koin.com/2017/02/20/portland-to-rally-for-not-my-presidents-day/,,,,,,
Philadelphia,Thomas Paine Plaza,PA,USA,2017-02-20,several hundred,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration; march,0,0,0,0,1,1,http://www.philly.com/philly/blogs/real-time/Not-My-Presidents-Day-Feb-20-2017-protests-planned-Philadelphia-other-cities.html,,,,,,,
Columbia,Statehouse,SC,USA,2017-02-20,,150,150,150,165,135,general protestors,pro-social justice,1,demonstration,0,0,0,0,1,1,http://www.postandcourier.com/politics/activists-gather-on-presidents-day-at-s-c-statehouse-rally/article_9db5303c-f7a6-11e6-93a0-f7009f3b52f6.html,countlove,,,,,,
Rapid City,na,SD,USA,2017-02-20,Hundreds,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://www.kdlt.com/2017/02/20/hundreds-rally-rapid-city-president-trump/,,,,,,
Knoxville,Market Square,TN,USA,2017-02-20,,5,5.5,6,5.5,5.4,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.knoxnews.com/story/news/local/2017/02/20/knoxville-overlooks-not-my-presidents-day-march/98179776/,,,,,,,
Knoxville,Market Square,TN,USA,2017-02-20,,1,1,1,1.1,0.9,general protestor,pro-Trump,2,demonstration,0,0,0,0,0,1,http://www.knoxnews.com/story/news/local/2017/02/20/knoxville-overlooks-not-my-presidents-day-march/98179776/,,,,,,,
Austin,Texas State Capitol,TX,USA,2017-02-20,,353,353,353,388.3,317.7,general protestors,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.kvue.com/news/local/-not-my-president-day-rally-at-the-state-capitol/410215936,https://www.facebook.com/events/654986854698916/,,,,,,
Salt Lake City,Federal Building ,UT,USA,2017-02-20,hundreds,200,200,200,220,180,general protestors,Not My President Day; anti-Trump,1,march,0,0,0,0,1,1,http://www.cbsnews.com/news/not-my-presidents-day-rallies-held-across-country/,http://www.sltrib.com/home/4963471-155/not-my-presidents-day-rally-brings,,,,,,
Williamsburg,,VA,USA,2017-02-20,,200,200,200,220,180,"Peninsula Indivisible and Middle Peninsula Progressives,",Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://wavy.com/2017/02/20/peninsula-groups-hold-political-rally-in-williamsburg/,,,,,,,
Burlington,Church Street,VT,USA,2017-02-20,More than dozen,13,18.5,24,14.3,21.6,General protest ,"""Not my president"" ",1,March,0,0,0,0,1,1,http://www.wcax.com/story/34550838/presidents-day-spurs-anti-trump-protest-in-vermont,http://www.mychamplainvalley.com/news/not-my-president-rally/660563105,http://www.mynbc5.com/article/vermonters-rally-in-burlington-for-not-my-president-march/8958614,,,,,
Olympia,State Capitol,WA,USA,2017-02-20,,500,500,500,550,450,general protesters,Not My President Day; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.theolympian.com/news/local/article133929109.html,,,,,,,
Bakersfield,DoubleTree Hotel,CA,USA,2017-02-21,more than 100,100,125,150,110,135,general protestors,press Rep. Kevin McCarthy (R) to meet; anti-Trump,1,demonstration,0,0,0,0,1,1,http://www.bakersfield.com/multimedia/photo-gallery-kevin-mccarthy-protest-at-double-tree-hotel/collection_5a1f5956-f931-11e6-a2a1-7b008f3620bd.html,,,,,,,
Chico,City Council,CA,USA,2017-02-21,,30,30,30,33,27,general protesters,requesting Chico become Sanctuary City,1,protest,0,0,0,0,1,1,http://www.krcrtv.com/news/local/butte/chico-city-council-rejects-sanctuary-city-idea/352221864,,,,,,,
Carbondale,outside Rep. Michael Bost's (R) office,IL ,USA,2017-02-21,nearly 100,100,100,100,110,90,general protestors,pro-ACA; press Bost to hold town hall,1,demonstration,0,0,0,0,1,1,http://www.kfvs12.com/story/34562786/protesters-gather-outside-rep-bosts-office-in-support-of-aca,,,,,,,
Lawrenceburg,outside American Legion Post 34,KY,USA,2017-02-21,about 1000,1000,1000,1000,1100,900,general protestors,anti-Trump; outside Sen. Mitch McConnel meeting,1,,0,0,0,0,1,1,http://www.usatoday.com/story/news/politics/mitch-mcconnell/2017/02/21/protesters-greet-sen-mitch-mcconnell-heated-questions/98188380/,,,,,,,
Boston,downtown Boston memorial,MA,USA,2017-02-21,Several dozens,24,62,100,26.4,90,"Sen. Ed Markey, Rep. Joe Kennedy",Pro immigration,1,demonstration,0,0,0,0,1,1,http://www.masslive.com/politics/index.ssf/2017/02/sen_ed_markey_rep_joe_kennedy.html,http://www.gazettenet.com/Rally-in-Boston-8245816,,,,,,
Greenfield,corners of Main and Federal streets,MA,USA,2017-02-21,na,9,9,9,9.9,8.1,Sugar Shack Alliance,against Dakota Access Pipeline,1,demonstartion,0,0,0,0,1,1,http://www.recorder.com/Pipeline-opponents-demonstrate-8235704,,,,,,,
Clayton,,MO,USA,2017-02-21,,,,,,,St. Louis Indivisible,encourage Sen. Blunt to hold a town hall,1,demonstration,,,,,1,1,http://fox2now.com/2017/02/21/protesters-calling-on-sen-blunt-to-hold-town-hall-meeting-within-30-days/,,,,,,,
Lincoln  ,,NE,USA,2017-02-21,,200,250,300,220,270,general protesters,against GOP policies,1,demonstration,0,0,0,0,1,1,http://www.omaha.com/news/politics/no-protesters-disrupt-speech-by-sasse-who-blames-harsh-political/article_d1ea8647-ec03-5f9e-9537-d9d4d3f89d08.html,,,,,,,
Trenton,Statehouse,NJ,USA,2017-02-21,,,,,,,general protesters,against South Jersey Gas Pipeline,1,rally,0,0,0,0,1,1,http://www.burlingtoncountytimes.com/news/local/opponents-of-south-jersey-gas-pipeline-rally-at-statehouse/article_177cd2fa-f881-11e6-8be8-9777a74c8903.html,,,,,,,
Albuquerque,,NM,USA,2017-02-21,,,,,,,general protesters,Immigrant Rights,1,demonstration,0,1,0,0,1,1,http://www.kob.com/albuquerque-news/scuffle-erupts-during-immigration-rally-trump-deportation/4406323/?cat=504,,,,,,,
Philadelphia,outside Sen. Pat Toomey's Center City office,PA,USA,2017-02-21,about 200,200,200,200,220,180,Tuesdays with Toomey; general protestors,press Sen. Toomey (R) to hold Town Hall,1,demonstration,0,0,0,0,1,1,http://www.phillyvoice.com/tuesday-with-toomey-protesters-demand-senator-hold-a-real-town-hall/,,,,,,,
Chattanooga,Miller Park,TN,USA,2017-02-21,,100,100,100,110,90,Recess Coalition,calling for politicians to meet with constituents,1,protest,0,0,0,0,1,1,http://www.timesfreepress.com/news/local/story/2017/feb/21/miller-park-protest/413885/,countlove,,,,,,
Nashville,Senator Mae Beavers' office,TN,USA,2017-02-21,,12,12,12,13.2,10.8,general protesters,oppose bathroom bill,1,protest,0,0,0,0,1,1,http://www.timesfreepress.com/news/breakingnews/story/2017/feb/21/tennessee-senator-vacates-office-and-locks-doors-amid-protest/414046/,,,,,,,
Houston,outside Sen. Ted Cruz's downtown office; Esperson Buildings on Travis,TX,USA,2017-02-21,more than 200,200,200,200,220,180,general protestors,press Cruz to hold Town Hall,1,demonstartion,0,0,0,0,1,1,http://www.chron.com/news/houston-texas/houston/article/Demonstrations-press-Cruz-to-listen-to-10949499.php,,,,,,,
Anchorage,Midtown office building,AK,USA,2017-02-22,,40,40,40,44,36,general protesters,against repeal of ACA,1,protest,0,0,0,0,1,1,https://www.adn.com/politics/2017/02/22/sen-dan-sullivan-talks-health-care-with-alaska-business-leaders-as-protesters-rally-outside/,,,,,,,
Anaheim,Euclid St,CA,USA,2017-02-22,na,300,300,300,330,270,general protestors,anti-police shooting,1,demonstration,24,0,0,1,1,1,http://www.ocregister.com/articles/anaheim-744788-officer-wednesday.html,,,,,,,
San Diego,United Labor Ctr,CA,USA,2017-02-22,na,20,20,20,22,18,general protestors,call for union chief resignation,0,demonstration,0,0,0,0,1,1,https://timesofsandiego.com/business/2017/02/22/kasparian-meets-afl-cio-accuser-joins-protest-outside/,,,,,,,
Durango,,CO,USA,2017-02-22,na,30,30,30,33,27,general protestors,against Dakota Access Pipeline,1,march,0,0,0,0,1,1,https://durangoherald.com/articles/138166-durango-protesters-unite-against-dakota-access-pipeline,,,,,,,
Washington,White House,DC,USA,2017-02-22,,,,,,,"general protesters, ACLU, and National Center for Transgender Equality",Transgender rights,1,protest,0,0,0,0,1,1,http://wavy.com/2017/02/22/gavin-grimm-joins-protest-against-the-trump-administration-in-d-c/,,,,,,,
Marion County,Sabal Trail Pipeline site,FL,USA,2017-02-22,,2,2,2,2.2,1.8,water protectors,against Sabal Trail Pipeline,1,human blockade,2,2,0,0,1,1,http://www.clickorlando.com/news/protestors-removed-from-inside-sabal-trail-pipeline,,,,,,,
Miami,Florida International University,FL,USA,2017-02-22,,,,,,,general protesters,Support Planned Parenthood,1,rally,0,0,0,0,1,1,http://miami.cbslocal.com/2017/02/22/reproductive-rights-abortion-fiu-rally/,,,,,,,
Des Moines,Governor's office at 1007 East Grand Ave.,IA,USA,2017-02-22,About 20,20,20,20,22,18,General protestors,Anti-Dakota Access Pipeline,1,Protest,4,0,0,0,1,1,http://www.radioiowa.com/2017/02/22/bakken-pipeline-protesters-occupy-governors-office/,https://www.usnews.com/news/iowa/articles/2017-02-22/dakota-access-pipeline-protesters-crowd-branstads-office,http://www.desmoinesregister.com/story/news/politics/2017/02/22/dakota-access-pipeline-protesters-arrested-iowa-capitol-frank-cordano/98257406/,,,,,
Iowa City,"lobbies of Rep. Dave Loebsack’s office, downtown branches of Wells Fargo and U.S. Bank; hang banners off the Burlington and Riverside pedestrian bridge ",IA,USA,2017-02-22,,,,,,,general protestors; 100 Grannies,anti-DAPL,1,protest,0,0,0,0,1,1,http://littlevillagemag.com/iowa-city-nodapl-protest-urges-divestment-solidarity/,,,,,,,
Baltimore,Statehouse,MD,USA,2017-02-22,,20,20,20,22,18,general protesters,against deforestation,1,rallies,0,0,0,0,1,1,http://baltimore.cbslocal.com/2017/02/22/deforestation-fracking-bills-spark-rallies-before-hearing/,countlove,,,,,,
Green Oak,US 23,MI,USA,2017-02-22,,1,1,1,1.1,0.9,general protester,anti-Trump,1,protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/2017/02/22/tom-palmer-protest-dump-trump/98246514/,,,,,,,
Carson City,outside Gold Dust West Casino,NV,USA,2017-02-22,about 100,100,100,100,110,90,general protestors,protest Sen. Dean Heller and Rep. Mark Amodei ,1,protest,0,0,0,0,1,1,http://www.nevadaappeal.com/news/local/protesters-greet-heller-amodei-at-gold-dust-west-ahead-of-soups-on/,,,,,,,
Albany,Washington Ave,NY,USA,2017-02-22,close to 150,150,150,150,165,135,Indivisible; Women’s March; MoveForward; general protestors,press Rep. John Faso (R) to meet,1,,0,0,0,0,1,1,http://www.registerstar.com/news/article_b3445c0a-f97e-11e6-9564-5f95769d5f5a.html,,,,,,,
Erie,,PA,USA,2017-02-22,,60,60,60,66,54,Benedictines for Peace,Immigrant Rights,1,protest,0,0,0,0,1,1,http://www.goerie.com/news/20170222/erie-demonstrators-show-support-for-immigrants,,,,,,,
Pittsburgh,Downtown Pittsburgh,PA,USA,2017-02-22,About 100,100,100,100,110,90,General Protest,Transgender rights,1,demonstration,0,0,0,0,1,1,http://www.post-gazette.com/local/city/2017/02/25/Transgender-advocates-rally-for-rights/stories/201702250102,,,,,,,
Shippensburg,Shippensburg University,PA,USA,2017-02-22,NA,36,36,36,39.6,32.4,General Protest,protesting Rep. Lou Barrleta ,1,demonstration,0,0,0,0,1,1,http://www.pennlive.com/news/2017/02/town_hall_protest_lou_barletta.html,,,,,,,
Charleston,College of Charleston,SC,USA,2017-02-22,,100,100,100,110,90,"general protesters, Black Lives Matter",against white supremacy,1,protest,1,1,0,0,1,1,http://www.postandcourier.com/news/confederate-flag-supporters-and-protesters-clash-outside-activist-bree-newsome/article_d483c38e-f932-11e6-9e5a-8f4ed5977d35.html,,,,,,,
Charleston,College of Charleston,SC,USA,2017-02-22,,,,,,,S.C. Secessionists,pro-Confederate flag,2,protest,0,0,0,0,0,1,http://www.postandcourier.com/news/confederate-flag-supporters-and-protesters-clash-outside-activist-bree-newsome/article_d483c38e-f932-11e6-9e5a-8f4ed5977d35.html,,,,,,,
Nashville,Centennial Park,TN,USA,2017-02-22,hundreds,200,200,200,220,180,Save My Care tour,against repeal of ACA,1,rally,0,0,0,0,1,1,http://wkrn.com/2017/02/22/save-my-care-rally-pushes-congress-to-keep-affordable-care-act/,,,,,,,
Brattleboro,TD Bank,VT,USA,2017-02-22,na,3,3,3,3.3,2.7,99th Monkey Affinity Group,against Dakota Access Pipeline,1,sit-in demonstration,3,0,0,0,1,1,"http://www.reformer.com/stories/3-arrested-at-bank-protest,499173",,,,,,,
Sheridan,outside the Big Horn Smokehouse and Saloon,WY,USA,2017-02-22,na,8,8,8,8.8,7.2,Real Resistance,pro-environment; concerned about statement by US Sen. John Barrasso (who was inside),1,protest,0,0,0,0,1,1,http://www.sheridanmedia.com/news/local-group-protests-barrassos-statements91487,,,counted pic at link,,,,
Eastside Costa Mesa,outside home of Rep. Dana Rohrabacher (R),CA,USA,2017-02-23,about 50,50,50,50,55,45,Courage Campaign; Service Employees International Union,press Rep. Rohrbacher (R) to meet,1,march; demonstration,0,0,0,0,1,1,http://www.latimes.com/socal/daily-pilot/news/tn-dpt-me-rohrabacher-protest-20170224-story.html,,,,,,,
Stamford,,CT,USA,2017-02-23,Thousands,2000,2000,2000,2200,1800,High Schools ,Betsy DeVos ,1,demonstration,0,0,0,0,1,1,http://www.stamfordadvocate.com/local/article/Hundreds-of-Stamford-students-walk-out-to-protest-10953856.php,,,,,,,
Boston,Post office square,MA,USA,2017-02-23,More than 200,200,200,200,220,180,Massachusetts Transgender Political Coalition,President Trump’s decision to roll back federal guidelines ,1,Demonstration,0,0,0,0,1,1,https://www.boston.com/news/local-news/2017/02/24/transgender-rally-draws-hundreds-to-post-office-square,https://www.bostonglobe.com/metro/2017/02/23/transgender-rally-draws-hundreds-post-office-square/nWRnthU7xgrFhhCP6VH3bK/story.html,,,,,,
Biddeford,outside Sen. Collins's office,ME,USA,2017-02-23,,,,,,,Organizing For Action; Grassroots,pro-ACA,1,demonstration,0,0,0,0,1,1,http://wgme.com/news/local/pro-obamacare-supporters-protest-outside-of-senator-collins-office,,,,,,,
Des Peres,outside Edward Jones headquarters,MO,USA,2017-02-23,over 80,80,80,80,88,72,Indivisible St. Louis,press Ann Wagner (R-St. Louis) to hold town hall,1,demonstration,0,0,0,0,1,1,http://www.riverfronttimes.com/newsblog/2017/02/21/anti-trump-activists-aim-to-put-ann-wagner-in-the-hot-seat-with-demonstration-in-des-peres,https://www.facebook.com/IndivisibleSt.Louis/,,,,,,
Cherry Hill ,,NJ,USA,2017-02-24,NA,700,700,700,770,630,General Protest,ACA,1,demonstration,0,0,0,0,1,1,http://www.burlingtoncountytimes.com/news/state/nj/after-lengthy-protest-new-jersey-pinelands-commission-approves-pipeline-application/article_387bc1d1-ff3a-5f99-9bba-1e324261d411.html,,,,,,,
Elizabeth,Outside Immigration Detention center,NJ,USA,2017-02-23,Hundreds,200,200,200,220,180,Make the Road New Jersey,against tighter immigration enforcement,1,rally,5,0,0,0,1,1,http://www.nj.com/union/index.ssf/2017/02/5_protesters_arrested_at_immigration_rally.html,http://newjersey.news12.com/news/protest-rally-held-outside-elizabeth-immigration-detention-center-5-arrested-1.13168053,,,,,,
Westfield ,office of US Rep. Leonard Lance (R-7th Dist.),NJ,USA,2017-02-23,,,,,,,Make the Road New Jersey,against tighter immigration enforcement,1,rally,0,0,0,0,1,1,http://www.nj.com/union/index.ssf/2017/02/5_protesters_arrested_at_immigration_rally.html,http://patch.com/new-jersey/westfield/watch-live-protesters-rally-immigration-rights-union-county,,Continuation of rally in Elizabeth,,,,
Albany,TD Bank,NY,USA,2017-02-23,N/A,25,25,25,27.5,22.5,General Protest,Dakota Pipeline,1,demonstration,2,0,1,0,1,1,http://www.timesunion.com/local/article/Albany-officer-injured-responding-to-protest-10955052.php,,,,,,,
New York,Stonewall Inn,NY,USA,2017-02-23,Hundreds; between 2000 and 3000; ,200,1350,2500,220,2250,General Protest,LGBTQ Rights,1,rally,0,0,0,0,1,1,http://www.amny.com/news/politics/lgbtq-rally-at-stonewall-inn-protests-trump-s-reversal-of-transgender-student-rights-guidelines-1.13167704,http://abc7ny.com/politics/hundreds-rally-for-transgender-rights-at-stonewall-inn/1770256/,,,,,,
Issaquah,outside Rep. Dave Reichert’s office,WA,USA,2017-02-23,hundreds,200,200,200,220,180,Fuse Washington,pro-ACA; pro-immigrants; hold a town hall,1,demonstration,0,0,0,0,1,1,http://q13fox.com/2017/02/23/come-on-out-dave-hundreds-protest-outside-rep-reicherts-office/,,,,,,,
National Harbor ,Outside Conservative Political Action Conference,MD,USA,2017-02-24,na,20,20,20,22,18,General Protest ,Trump’s immigration and healthcare stances,1,Demonstration,0,0,0,0,1,1,http://hillsdalecollegian.com/2017/02/cpac-protesters-fight-trumps-immigration-healthcare-stances/,,,,,,,
Concord ,Sweeney Auditorium on the campus of the New Hampshire Technical Institute,NH,USA,2017-02-24,More than 300,300,300,300,330,270,"New Hampshire’s two Democratic senators: Maggie Hassan, Jeanne Shaheen",Anti Trump,1,rally,0,0,0,0,1,1,http://www.unionleader.com/Concord-town-hall-serves-as-anti-Trump-rally,,,,,,,
Massapequa Park,outside Rep. Peter King’s office,NY,USA,2017-02-24,About 100,100,100,100,110,90,General Protest,demanding town hall,1,demonstration,0,0,0,0,1,1,http://longisland.news12.com/news/rally-outside-rep-king-s-office-urges-immigrant-protections-1.13173786,http://www.newsday.com/long-island/nassau/immigration-rally-planned-outside-peter-king-s-office-1.13172638,,,,,,
Plattsburgh,downtown Plattsburgh,NY,USA,2017-02-24,About 40,40,40,40,44,36,General Protest,requesting Town Hall meeting,1,Demonstration,0,0,0,0,1,1,http://www.pressrepublican.com/news/local_news/protesters-rally-outside-stefanik-s-office/article_2e38aa65-0350-5b80-9924-8dfd5789c765.html,,,,,,,
Lake Oswego,outside a computer repair shop,OR,USA,2017-02-24,na,4,4,4,4.4,3.6,General Protest,protest racist posts; anti-Trump,1,demonstration,0,0,0,0,1,1,http://portlandtribune.com/pt/9-news/347083-226740-pedestrian-struck-by-car-in-lake-oswego-during-protest,,,,,,,
Las Cruces,outside U.S. Rep. Steve Pearce's Las Cruces office,NM,USA,2017-02-24,more than 200,200,200,200,220,180,Indivisible,demand in-person town hall session; anti-Trump,1,rally,0,0,0,0,1,1,www.lcsun-news.com/videos/news/2017/02/24/progressive-groups-gather-front-rep.-steve-pearce,,,,,,,
Beverly Hills,outside UTA headquarters,CA,USA,2017-02-24,na,1200,1200,1200,1320,1080,United Talent Agency,for immigration rights,1,rally,0,0,0,0,1,1,http://www.pressherald.com/2017/02/25/jodie-foster-michael-j-fox-call-for-unity-at-rally-for-immigration-rights/,,,,,,,
New Britain,Central Park,CT,USA,2017-02-25,about 100,100,100,100,110,90,Our Revolution,pro-ACA; pro-health care,1,rally,0,0,0,0,1,1,http://www.centralctcommunications.com/newbritainherald/article_09463888-fbcf-11e6-90cc-9fa0cca7029f.html,,,,,,,
New Haven,New Haven Green,CT,USA,2017-02-25,hundreds; over 200,200,200,200,220,180,General Protest ,pro-ACA,1,rally,0,0,0,0,1,1,http://www.nbcconnecticut.com/news/local/Group-Rallies-in-Support-of-Affordable-Care-Act-in-New-Haven-414784603.html,http://yaledailynews.com/blog/2017/02/27/ct-residents-politicians-decry-aca-repeal/,,,,,,
Dover,The Green ,DE,USA,2017-02-25,nearly 100,100,100,100,110,90,general protestors,support for Delaware's correctional officers,0,rally,0,0,0,0,1,1,http://www.idahostatesman.com/news/politics-government/national-politics/article135114529.html,http://www.delawareonline.com/story/news/local/2017/02/25/dover-rally-calls-changes-delaware-prison-system/98407846/,,,,,,
St. Augustine,entrance to Flagler Hospital on US-1,FL,USA,2017-02-25,,,,,,,Indivisible St Johns,pro-ACA,1,demonstration,0,0,0,0,1,1,https://historiccity.com/2017/staugustine/news/florida/protest-in-support-of-the-affordable-care-act-65233,,,,,,,
Iowa City,Pedestrian Mall,IA,USA,2017-02-25,About 100,100,100,100,110,90,Our Revolution,Pro Obamacare,1,Rally,0,0,0,0,1,1,http://www.kcrg.com/content/news/Rally-in-Iowa-City-defends-the-Affordable-Care-Act-414799293.html,http://www.press-citizen.com/story/news/2017/02/25/elected-officials-activists-rally-affordable-care-act/98410716/,,,,,,
Boise,outside state capitol,ID,USA,2017-02-25,about 200,200,200,200,220,180,general protestors,pro-gun rights; two gun-friendly bills,2,demonstration,0,0,0,0,1,1,https://arbiteronline.com/2017/03/02/treasure-valley-residents-rally-to-make-idaho-more-gun-friendly/,,,,,,,
Chicago,Halsted and Roscoe streets in Boystown,IL,USA,2017-02-25,more than 200,200,200,200,220,180,general protestors,pro-transgender rights,1,rally,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-transgender-rights-rally-met-0226-20170225-story.html,,,,,,,
Indianapolis,outside Statehouse,IN,USA,2017-02-25,about 200,200,200,200,220,180,Our Revolution Indy,pro-ACA,1,demonstration,0,0,0,0,1,1,http://www.idsnews.com/article/2017/02/constituents-rally-at-the-statehouse-against-repeal-of-the-aca,,,,,,,
Boston ,MA Statehouse,MA,USA,2017-02-25,dozens,24,62,100,26.4,90,Health professions,Pro ACA,1,Demonstration,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/02/25/advocates-rally-state-house-preserve-affordable-care-act/pn3CRueDHJiP5oBiCSPrcN/story.html,,,,,,,
Minneapolis,Metropolitan Museum of Art,MN,USA,2017-02-25,50-or-so,50,50,50,55,45,"Alt Right, MN; Industrial Workers of the World; Twin Cities General Defense Committee",support for Trump policies; protest immigration ban; ,1,rally; counter-protest,0,1,0,0,1,1,https://www.nytimes.com/2017/02/27/arts/design/anti-trump-protest-minneapolis-institute-of-art.html?_r=0,https://news.artnet.com/art-world/alt-right-iww-minneapolis-institute-of-art-874277,http://www.startribune.com/shoving-match-erupts-inside-minneapolis-institute-of-art-one-involved-had-look-of-neo-nazi/414817964/,,,,,
Peterborough,Peterborough Town House,NH,USA,2017-02-25,More than 100; Close to 200,100,150,200,110,180,General Protest,Pro ACA,1,march,0,0,0,0,1,1,http://www.ledgertranscript.com/Peterborough-Keene-march-against-ACA-repeal-8350454,http://www.unionleader.com/article/20170227/NEWS06/170229431/1017,,,,,,
